var_name,type,var_label,has_value_labels,n_unique,missing_share,example_values
vt22c,haven_labelled,"In the past 12 months, felt discriminated: Sexual orientation",TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
vt22d,haven_labelled,"In the past 12 months, felt discriminated: Age",TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
vt22e,haven_labelled,"In the past 12 months, felt discriminated: Religion or belief",TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
vt22f,haven_labelled,"In the past 12 months, felt discriminated: Disability",TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
vt22x,haven_labelled,"In the past 12 months, felt discriminated: Any other reason",TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
ma1,haven_labelled,Currently married or living with a man,TRUE,4,0.042261765394521186,"1, 3, 1, 1, 3"
ma2,haven_labelled,Age of husband/partner,TRUE,75,0.41719347537657064,"57, 48, 21, 27, 41"
ma3,haven_labelled,Husband/partner has more wives or partners,TRUE,3,0.41719347537657064,"1, 2, 2, 2, 2"
ma4,haven_labelled,Number of other wives or partners,TRUE,38,0.9246858659174276,"2, 1, 1, 1, 1"
ma5,haven_labelled,Ever married or lived with a man,TRUE,3,0.6250682900179505,"1, 3, 1, 1, 3"
ma6,haven_labelled,Marital status,TRUE,4,0.851713103878873,"1, 3, 3, 3, 3"
ma7,haven_labelled,Married or lived with a man once or more than once,TRUE,3,0.2689065792554437,"1, 1, 1, 1, 1"
ma8m,haven_labelled,Month of first union,TRUE,14,0.2689065792554437,"4, 5, 6, 7, 5"
ma8y,haven_labelled,Year of first union,TRUE,43,0.2689065792554437,"1990, 2007, 1989, 2019, 2018"
ma11,haven_labelled,Age at first union,TRUE,21,0.9712401467259815,"19, 22, 30, 18, 16"
af2,haven_labelled,Use glasses or contact lenses,TRUE,3,0.17571997190353547,"2, 2, 2, 2, 2"
af3,haven_labelled,Use hearing aid,TRUE,3,0.17571997190353547,"2, 2, 2, 2, 2"
af6,haven_labelled,"Difficulty seeing, even if wearing glasses or contact lenses",TRUE,5,0.17571997190353547,"2, 1, 1, 1, 1"
af8,haven_labelled,"Difficulty hearing, even if using a hearing aid",TRUE,3,0.17571997190353547,"1, 1, 1, 1, 1"
af9,haven_labelled,Difficulty walking or climbing steps,TRUE,5,0.17571997190353547,"3, 1, 1, 2, 1"
af10,haven_labelled,Difficulty remembering or concentrating,TRUE,5,0.17571997190353547,"2, 1, 1, 1, 1"
af11,haven_labelled,"Difficulty with self-care, such as washing all over or dressing",TRUE,4,0.17571997190353547,"1, 1, 1, 1, 1"
af12,haven_labelled,Difficulty communicating,TRUE,4,0.17571997190353547,"1, 1, 1, 1, 1"
sb1,haven_labelled,Age at first sexual intercourse,TRUE,33,0.04230078826192148,"95, 95, 13, 17, 0"
sb2u,haven_labelled,Time since last sexual intercourse - unit,TRUE,5,0.16939826738468744,"1, 2, 1, 2, 1"
sb2n,haven_labelled,Time since last sexual intercourse - number,TRUE,31,0.16939826738468744,"3, 1, 0, 4, 2"
sb3,haven_labelled,Condom used at last sexual intercourse,TRUE,3,0.28767657847498634,"2, 2, 2, 2, 2"
sb4,haven_labelled,Relationship to last sexual partner,TRUE,7,0.28767657847498634,"1, 1, 1, 2, 1"
sb6,haven_labelled,Age of last sexual partner,TRUE,61,0.8444158276750175,"33, 50, 20, 20, 22"
sb7,haven_labelled,Sex with any other man in the last 12 month,TRUE,3,0.28767657847498634,"2, 2, 2, 2, 2"
sb8,haven_labelled,Condom used with prior sexual partner,TRUE,2,0.9851713103878873,"2, 1, 1, 1, 2"
sb9,haven_labelled,Relationship to prior sexual partner,TRUE,7,0.9851713103878873,"1, 3, 2, 4, 1"
sb12,haven_labelled,Age of prior sexual partner,TRUE,41,0.9862639506750956,"28, 40, 30, 30, 37"
ha1,haven_labelled,Ever heard of HIV or AIDS,TRUE,3,0.04230078826192148,"1, 1, 1, 1, 1"
ha2,haven_labelled,Can avoid HIV by having one uninfected partner,TRUE,4,0.05248575665339889,"2, 1, 1, 1, 2"
ha3,haven_labelled,Can get HIV from mosquito bites,TRUE,4,0.05248575665339889,"2, 2, 1, 2, 2"
ha4,haven_labelled,Can avoid HIV by using a condom correctly every time,TRUE,4,0.05248575665339889,"2, 1, 2, 2, 2"
ha5,haven_labelled,Can get HIV by sharing food with a person who has HIV,TRUE,4,0.05248575665339889,"2, 2, 2, 2, 2"
ha6,haven_labelled,Can get HIV through supernatural means,TRUE,4,0.05248575665339889,"2, 2, 2, 2, 2"
ha7,haven_labelled,Healthy-looking person may have HIV,TRUE,4,0.05248575665339889,"2, 1, 2, 2, 2"
ha8a,haven_labelled,HIV from mother to child during pregnancy,TRUE,4,0.05248575665339889,"2, 2, 1, 1, 2"
ha8b,haven_labelled,HIV from mother to child during delivery,TRUE,4,0.05248575665339889,"2, 2, 1, 1, 1"
ha8c,haven_labelled,HIV from mother to child through breastfeeding,TRUE,4,0.05248575665339889,"2, 2, 2, 1, 1"
ha10,haven_labelled,Aware of drugs used to reduce the risk of transmission to the baby,TRUE,4,0.12428783266994459,"1, 1, 2, 1, 1"
ha13a,haven_labelled,Given information about HIV during antenatal care visit: HIV from mother,TRUE,4,0.7572777647701553,"1, 1, 1, 1, 1"
ha13b,haven_labelled,Given information about HIV during antenatal care visit: Things to do,TRUE,4,0.7572777647701553,"1, 1, 1, 1, 1"
ha13c,haven_labelled,Given information about HIV during antenatal care visit: Tested for HIV,TRUE,3,0.7572777647701553,"1, 1, 1, 1, 1"
ha13d,haven_labelled,Given information about HIV during antenatal care visit: Offered a test,TRUE,3,0.7572777647701553,"1, 1, 1, 1, 1"
ha14,haven_labelled,Tested for HIV as part of antenatal care,TRUE,3,0.7572777647701553,"1, 1, 1, 1, 1"
ha15,haven_labelled,Received results from test during antenatal care,TRUE,2,0.7596971825489737,"1, 1, 1, 1, 1"
ha16,haven_labelled,Received consultation after testing during antenatal care,TRUE,3,0.7604776398969796,"1, 1, 1, 1, 1"
ha18,haven_labelled,Offered test for HIV before delivery,TRUE,3,0.7593849996097713,"2, 1, 2, 2, 1"
ha19,haven_labelled,Tested for HIV during delivery,TRUE,3,0.7593849996097713,"2, 1, 2, 2, 1"
ha20,haven_labelled,Received results from test during delivery,TRUE,2,0.8578006711933193,"1, 1, 1, 1, 1"
ha22,haven_labelled,Tested for HIV since test during pregnancy,TRUE,3,0.7542339811129322,"1, 1, 1, 1, 2"
ha23,haven_labelled,Most recent time of testing for HIV,TRUE,4,0.9157496292827597,"2, 1, 2, 2, 2"
ha24,haven_labelled,Ever been tested for HIV,TRUE,3,0.2982517755404667,"1, 1, 2, 2, 1"
ha25,haven_labelled,Most recent time of testing for HIV,TRUE,4,0.24479044720206042,"1, 1, 1, 1, 1"
ha26,haven_labelled,Received results of HIV test,TRUE,4,0.24479044720206042,"1, 1, 1, 1, 1"
ha27,haven_labelled,Know a place to get HIV test,TRUE,3,0.8919456801685788,"1, 1, 1, 1, 1"
ha28,haven_labelled,Heard of test kit for HIV testing,TRUE,3,0.05248575665339889,"2, 1, 2, 2, 2"
ha29,haven_labelled,Ever tested yourself using test kit,TRUE,3,0.6728713025833138,"1, 2, 2, 2, 2"
ha30,haven_labelled,Would buy fresh vegetables from shopkeeper with AIDS virus,TRUE,4,0.05248575665339889,"2, 1, 1, 1, 2"
ha31,haven_labelled,Children living with HIV should be allowed to attend school with other children,TRUE,4,0.05248575665339889,"2, 1, 1, 1, 2"
ha32,haven_labelled,People hesitate to take an HIV test because they are afraid of how other people will react if the test result is positive,TRUE,4,0.05248575665339889,"1, 1, 1, 1, 1"
ha33,haven_labelled,"People talk badly about people living with HIV, or who are thought to be living with HIV",TRUE,4,0.05248575665339889,"2, 1, 1, 1, 1"
ha34,haven_labelled,"People living with HIV, or thought to be living with HIV, lose the respect of other people",TRUE,4,0.05248575665339889,"2, 2, 2, 2, 2"
ha35,haven_labelled,Agreement with the following statement: I would be ashamed if someone in my family had HIV,TRUE,4,0.05248575665339889,"2, 2, 2, 2, 1"
ha36,haven_labelled,Fear of getting HIV in contact with the saliva of a person living with HIV,TRUE,5,0.05248575665339889,"2, 2, 2, 1, 1"
ta1,haven_labelled,Ever tried cigarette smoking,TRUE,3,0.04230078826192148,"2, 2, 2, 2, 2"
ta2,haven_labelled,Age when cigarette was smoked for the first time,TRUE,34,0.9912588777023336,"18, 13, 39, 10, 42"
ta3,haven_labelled,Currently smoking cigarettes,TRUE,2,0.9923905408569421,"2, 2, 1, 2, 1"
ta4,haven_labelled,Number of cigarettes smoked in the last 24 hours,TRUE,7,0.9987902911105908,"4, 0, 3, 10, 1"
ta5,haven_labelled,Number of days when cigarettes were smoked in past month,TRUE,10,0.9987902911105908,"30, 4, 10, 30, 4"
ta6,haven_labelled,Ever tried any smoked tobacco products other than cigarettes,TRUE,3,0.04230078826192148,"2, 2, 2, 2, 2"
ta7,haven_labelled,Used any smoked tobacco products during the last month,TRUE,2,0.9978537422929837,"2, 1, 2, 2, 2"
ta8a,haven_labelled,Type of smoked tobacco product: Cigars,TRUE,2,0,", , , , "
ta8b,haven_labelled,Type of smoked tobacco product: Water pipe,TRUE,1,0,", , , , "
ta8c,haven_labelled,Type of smoked tobacco product: Hand rolled cigarette,TRUE,1,0,", , , , "
ta8d,haven_labelled,Type of smoked tobacco product: Pipe,TRUE,1,0,", , , , "
ta8x,haven_labelled,Type of smoked tobacco product: Other,TRUE,2,0,", , , , "
ta8nr,haven_labelled,Type of smoked tobacco product: No response,TRUE,1,0,", , , , "
ta9,haven_labelled,Number of days when tobacco products where smoked in past month,TRUE,5,0.9996878170607977,"30, 30, 30, 10, 6"
ta10,haven_labelled,Ever tried any form of smokeless tobacco products,TRUE,3,0.04230078826192148,"2, 2, 2, 2, 2"
ta11,haven_labelled,Used any smokeless tobacco products during the last month,TRUE,2,0.9871224537579021,"2, 2, 2, 2, 2"
ta12a,haven_labelled,Type of smokeless tobacco product used: Chewing tobacco,TRUE,2,0,", , , , "
ta12b,haven_labelled,Type of smokeless tobacco product used: Snuff,TRUE,2,0,", , , , "
ta12c,haven_labelled,Type of smokeless tobacco product used: Dip,TRUE,2,0,", , , , "
ta12x,haven_labelled,Type of smokeless tobacco product used: Other,TRUE,2,0,", , , , "
ta12nr,haven_labelled,Type of smokeless tobacco product used: No response,TRUE,1,0,", , , , "
ta13,haven_labelled,Number of days when smokeless tobacco products where used in past month,TRUE,10,0.9962538047295715,"1, 1, 30, 3, 30"
ta14,haven_labelled,Ever drunk alcohol,TRUE,3,0.04230078826192148,"1, 2, 2, 2, 2"
ta15,haven_labelled,Age when alcohol was used for the first time,TRUE,46,0.9328806680714898,"30, 10, 13, 19, 0"
ta16,haven_labelled,Number of days when at least one drink of alcohol was used in past month,TRUE,12,0.9374463435573246,"1, 1, 1, 1, 0"
ta17,haven_labelled,Number of drinks usually consumed,TRUE,18,0.9816202294544604,"1, 1, 1, 1, 1"
ls1,haven_labelled,Estimation of overall happiness,TRUE,6,0.04230078826192148,"4, 2, 1, 1, 4"
ls2,haven_labelled,Satisfaction with ladder step,TRUE,12,0.04230078826192148,"10, 1, 5, 10, 10"
ls3,haven_labelled,Life satisfaction in comparison with last year,TRUE,4,0.04230078826192148,"3, 3, 9, 2, 3"
ls4,haven_labelled,Life satisfaction expectation one year from now,TRUE,4,0.04230078826192148,"1, 1, 2, 1, 3"
hh4,numeric,Supervisor number,FALSE,28,0,"10, 10, 10, 10, 10"
hh6,haven_labelled,Area,TRUE,2,0,"2, 2, 2, 2, 2"
hh7,haven_labelled,Region,TRUE,3,0,"1, 1, 1, 1, 1"
wdoi,numeric,Date of interview women (CMC),FALSE,7,0.042261765394521186,"1442, 1442, 1442, 1442, 1442"
wage,haven_labelled,Age,TRUE,7,0.042261765394521186,"7, 3, 6, 1, 1"
wdob,numeric,Date of birth of woman (CMC),FALSE,428,0.001560914696011863,"1050, 852, 1102, 910, 1223"
wdom,numeric,Date of marriage of woman (CMC),FALSE,460,0.23862483415281355,"1260, 1084, 1289, 1074, 1435"
wagem,numeric,Age at first marriage/union of woman,FALSE,41,0.23862483415281355,"17, 19, 15, 13, 17"
wdobfc,numeric,Date of birth of first child (CMC),FALSE,450,0.23893701709201592,"1267, 1101, 1309, 1116, 1274"
wdoblc,numeric,Date of birth of last child (CMC),FALSE,341,0.23893701709201592,"1410, 1406, 1436, 1362, 1395"
mstatus,haven_labelled,Marital/Union status of woman,TRUE,4,0.001560914696011863,"1, 1, 2, 1, 1"
ceb,numeric,Children ever born,FALSE,15,0.001560914696011863,"4, 8, 4, 10, 0"
csurv,numeric,Children surviving,FALSE,13,0.001560914696011863,"4, 8, 2, 9, 0"
cdead,numeric,Children dead,FALSE,9,0.001560914696011863,"0, 0, 2, 1, 0"
welevel,haven_labelled,Education,TRUE,6,0.042261765394521186,"1, 2, 1, 1, 1"
insurance,haven_labelled,Health insurance,TRUE,3,0.042261765394521186,"2, 2, 2, 2, 2"
disability,haven_labelled,Functional difficulties (age 18-49 years),TRUE,2,0.17568094903613518,"1, 2, 2, 2, 2"
ethnicity,haven_labelled,Ethnicity of household head,TRUE,9,0,"96, 96, 2, 96, 96"
bh4d_first,haven_labelled,Day of birth,TRUE,32,0.26949192226644814,"5, 29, 20, 16, 1"
bh4m_first,haven_labelled,Month of birth,TRUE,13,0.26949192226644814,"9, 1, 12, 2, 6"
bh4y_first,haven_labelled,Year of birth,TRUE,42,0.26949192226644814,"1991, 2009, 1992, 2006, 1995"
bh6_first,haven_labelled,Age of child,TRUE,40,0.275267306641692,"28, 5, 27, 13, 21"
bh3_last,haven_labelled,Sex of child,TRUE,2,0.26949192226644814,"1, 1, 2, 2, 1"
bh4d_last,haven_labelled,Day of birth,TRUE,32,0.26949192226644814,"24, 6, 10, 11, 30"
bh4m_last,haven_labelled,Month of birth,TRUE,13,0.26949192226644814,"2, 8, 6, 3, 11"
bh4y_last,haven_labelled,Year of birth,TRUE,35,0.26949192226644814,"2017, 2019, 2013, 2016, 2005"
bh6_last,haven_labelled,Age of child,TRUE,36,0.275267306641692,"2, 0, 6, 3, 14"
wmweight,numeric,Woman's sample weight,FALSE,1109,0,"0, 0.464770777346366, 0.464770777346366, 0.464770777346366, 0.464770777346366"
wscore,numeric,Combined wealth score,FALSE,19466,0,"0, -0.587900697814062, -0.655508854883502, -0.0443600937698224, -0.0443600937698224"
windex5,haven_labelled,Wealth index quintile,TRUE,6,0,"0, 2, 2, 4, 4"
windex10,numeric,Wealth index deciles,FALSE,11,0,"0, 4, 3, 7, 7"
wscoreu,numeric,Urban wealth score,FALSE,2948,0.8004370561148834,"0, 0, 0, 0, 0"
windex5u,haven_labelled,Urban wealth index quintile,TRUE,6,0.8004370561148834,"0, 0, 0, 0, 0"
windex10u,numeric,Urban wealth index deciles,FALSE,11,0.8004370561148834,"0, 0, 0, 0, 0"
wscorer,numeric,Rural wealth score,FALSE,16519,0.1573011784905955,"0, -0.514063491213156, -0.610097805232247, 0.258011230440593, 0.258011230440593"
windex5r,haven_labelled,Rural wealth index quintile,TRUE,6,0.1573011784905955,"0, 2, 2, 4, 4"
windex10r,numeric,Rural wealth index deciles,FALSE,11,0.1573011784905955,"0, 4, 3, 8, 8"
psu,numeric,Primary sampling unit,FALSE,1111,0,"1, 1, 1, 1, 1"
stratum,haven_labelled,Sample stratum,TRUE,56,0,"1012, 1012, 1012, 1012, 1012"
